"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
"9.095314096E1,-4.565204265E0,-6.396420060E0,3.020383923E0,8.418907210E0"
"9.096315996E1,-4.057806572E0,-5.322812210E0,2.289283307E0,7.073820895E0"
"9.097317896E1,-3.122661957E0,-4.092390221E0,1.936199190E0,5.499776607E0"
"9.098319796E1,-1.912231599E0,-2.537486356E0,1.483847770E0,3.506746484E0"
"9.099321796E1,-4.730929559E-1,-9.182064003E-1,3.041803443E-1,1.076775566E0"
"9.100323696E1,9.217808032E-1,8.135073262E-1,-1.546588540E0,1.975704971E0"
"9.101325596E1,2.084847253E0,2.494095338E0,-2.941399734E0,4.383940239E0"
"9.102327496E1,2.917962632E0,4.056229286E0,-3.009184166E0,5.832897332E0"
"9.103329396E1,3.225862975E0,5.572502351E0,-2.173887191E0,6.795937015E0"
"9.104331296E1,3.389357849E0,6.837655047E0,-1.110017878E0,7.711900729E0"
"9.105333196E1,3.429875545E0,7.969316393E0,-6.664282179E-1,8.701619194E0"
"9.106335196E1,3.435841751E0,9.130237207E0,-7.197174025E-1,9.781831788E0"
"9.107337096E1,3.545489909E0,1.014824271E1,-7.818136632E-1,1.077815204E1"
"9.108338996E1,3.834406097E0,1.097195168E1,-8.304835474E-1,1.165230006E1"
"9.109340896E1,4.147854278E0,1.168271465E1,-7.682177174E-1,1.242097723E1"
"9.110342796E1,4.343271149E0,1.222478078E1,-5.839731216E-1,1.298654281E1"
"9.111344696E1,4.336517614E0,1.259916864E1,-5.162624009E-1,1.333457770E1"
"9.112346696E1,4.077612261E0,1.264850394E1,-7.601836431E-1,1.331125287E1"
"9.113348596E1,3.814582574E0,1.243667686E1,-1.282589092E0,1.307161070E1"
"9.114350496E1,3.580866148E0,1.195944349E1,-1.779401278E0,1.261020063E1"
"9.115352396E1,3.271793146E0,1.126399905E1,-1.869841917E0,1.187765186E1"
"9.116354279E1,2.890140995E0,1.045494555E1,-1.623425632E0,1.096787637E1"
"9.117356179E1,2.484983622E0,9.559216429E0,-1.366737542E0,9.971044772E0"
"9.118358079E1,2.055645673E0,8.668166837E0,-1.346831281E0,9.009814091E0"
"9.119360079E1,1.565759806E0,8.059183420E0,-1.450138718E0,8.336962484E0"
"9.120361979E1,1.199330881E0,7.979346122E0,-1.267209746E0,8.167874854E0"
"9.121363879E1,1.097421806E0,8.284351509E0,-8.673443949E-1,8.401612990E0"
"9.122365779E1,1.199313924E0,8.792433618E0,-5.357709781E-1,8.890010875E0"
"9.123367679E1,1.356500237E0,9.357398027E0,-4.333218762E-1,9.465133838E0"
"9.124369579E1,1.445546899E0,9.691776901E0,-6.915677369E-1,9.823360488E0"
"9.125371579E1,1.569782398E0,9.593959415E0,-6.119673244E-1,9.740779129E0"
"9.126373479E1,1.622365239E0,8.780326374E0,-9.815511147E-1,8.982741385E0"
"9.127375379E1,1.439038364E0,7.037712852E0,-1.382006961E0,7.315065061E0"
"9.128377279E1,1.038804931E0,4.445269101E0,-7.510328968E-1,4.626400705E0"
"9.129379179E1,-2.423249888E-1,-2.024194962E-1,-4.005730977E0,4.018155760E0"
"9.130381079E1,-1.173712183E0,-7.907869173E0,-1.039457334E0,8.061790539E0"
"9.131383079E1,-1.965312623E0,-1.521844761E1,5.343200866E0,1.624848906E1"
"9.132384979E1,-3.988674064E0,-2.785156051E1,2.855701187E-1,2.813717281E1"
"9.133386879E1,-5.746312591E0,-4.438896923E1,-9.827608305E0,4.582556691E1"
"9.134388779E1,-6.575501565E0,-4.842653712E1,-8.294264878E0,4.956976446E1"
"9.135390679E1,-4.125586619E0,-3.239888399E1,1.741071757E0,3.270687205E1"
"9.136392579E1,-7.897095971E-1,-1.543377951E1,1.988635558E0,1.558139476E1"
"9.137394479E1,1.562793075E0,-7.273498900E0,-1.664584329E0,7.623447346E0"
"9.138396479E1,2.298634321E0,-3.353673461E0,-3.373326538E0,5.283008362E0"
"9.139398379E1,1.169026809E0,-3.249494205E0,-2.416221681E0,4.214731721E0"
"9.140400279E1,-9.254101700E-1,-5.742102596E0,-2.226853609E-1,5.820456595E0"
"9.141402179E1,-2.313112027E0,-9.712552058E0,1.398875009E0,1.008171642E1"
"9.142404079E1,-2.578781732E0,-1.209978836E1,1.772321324E0,1.249784447E1"
"9.143405979E1,-2.017042063E0,-1.139220861E1,1.368215718E0,1.165001673E1"
"9.144407979E1,-1.503100751E0,-9.415843871E0,5.300537534E-1,9.549784534E0"
"9.145409879E1,-9.632875559E-1,-7.610224262E0,-1.079781926E-1,7.671707471E0"
"9.146411779E1,-2.169340396E-1,-6.094213151E0,-2.555420351E-1,6.103424944E0"
"9.147413679E1,6.183021247E-1,-4.386616266E0,2.085538101E-1,4.434883817E0"
"9.148415579E1,1.238221882E0,-2.305396918E0,2.924916141E-1,2.633172938E0"
"9.149417479E1,1.454740184E0,-2.308480740E-1,-1.885786251E-1,1.484965230E0"
"9.150419479E1,1.672528794E0,1.875534182E0,-4.963992997E-1,2.561521677E0"
"9.151421379E1,2.037915453E0,3.885337976E0,-3.643657351E-1,4.402466692E0"
"9.152423279E1,2.214071011E0,5.923072751E0,2.667850614E-2,6.323417825E0"
"9.153425179E1,2.152783128E0,7.778253944E0,4.963419970E-1,8.085917696E0"
"9.154427079E1,2.135282704E0,9.106426760E0,8.393455144E-1,9.391003219E0"
"9.155428979E1,2.234329567E0,1.005184084E1,9.687327024E-1,1.034263873E1"
"9.156430879E1,2.598218754E0,1.096401584E1,9.112394428E-1,1.130445670E1"
"9.157432879E1,2.953003826E0,1.181222580E1,7.277339351E-1,1.219747952E1"
"9.158434779E1,3.179903860E0,1.254672380E1,6.261373937E-1,1.295855372E1"
"9.159436679E1,3.321098330E0,1.317216771E1,4.003787363E-1,1.359029063E1"
"9.160438579E1,3.279640402E0,1.364247564E1,9.827066341E-2,1.403149457E1"
"9.161440479E1,3.135762059E0,1.386320335E1,-2.309954238E-1,1.421530055E1"
"9.162442379E1,2.987551515E0,1.374312961E1,-5.362937558E-1,1.407432721E1"
"9.163444379E1,2.806296600E0,1.331596712E1,-7.713869083E-1,1.363030882E1"
"9.164446279E1,2.526691226E0,1.266278284E1,-7.799975181E-1,1.293594349E1"
"9.165448179E1,2.166735461E0,1.186686803E1,-5.493564355E-1,1.207555763E1"
"9.166450079E1,1.802053392E0,1.104055004E1,-1.941018136E-1,1.118833398E1"
"9.167451979E1,1.421520398E0,1.016932076E1,9.127733868E-2,1.026859954E1"
"9.168453879E1,9.988083677E-1,9.377786683E0,3.345250181E-1,9.436758353E0"
"9.169455879E1,5.674642392E-1,8.814810328E0,4.949913998E-1,8.846915466E0"
"9.170457779E1,2.448020156E-1,8.467181078E0,5.023647388E-1,8.485602735E0"
"9.171459679E1,1.612410647E-1,8.386881266E0,4.674030304E-1,8.401442831E0"
"9.172461579E1,2.915594217E-1,8.635259877E0,4.428355153E-1,8.651521446E0"
"9.173463479E1,5.380523059E-1,9.092912090E0,2.663394304E-1,9.112710204E0"
"9.174465379E1,7.928542297E-1,9.435944844E0,-3.941443618E-1,9.477395354E0"
"9.175467279E1,7.581588985E-1,9.091670727E0,-3.604803772E0,9.809581630E0"
"9.176469279E1,2.622982004E-1,7.067369345E0,-5.887003616E0,9.201810767E0"
"9.177471179E1,-4.588640490E-1,3.143767190E0,-8.043131644E0,8.647878063E0"
"9.178473079E1,-7.703731473E-1,-1.477051113E0,-6.088543106E0,6.312330151E0"
"9.179474979E1,-4.928711629E-1,-3.015778656E0,5.862523663E0,6.611128995E0"
"9.180476879E1,-2.673506333E0,-9.679418811E0,8.579355233E0,1.320772959E1"
"9.181478779E1,-5.777755993E0,-2.267186299E1,4.048402787E0,2.374416562E1"
"9.182480779E1,-8.412956339E0,-3.821290850E1,-1.146871636E0,3.914485311E1"
"9.183482679E1,-7.619298556E0,-5.112617788E1,-5.014617752E0,5.193347828E1"
"9.184484579E1,-1.323555270E0,-4.527728758E1,-3.505043256E0,4.543203603E1"
"9.185486479E1,1.678947722E0,-2.414229740E1,-2.168547513E0,2.429757164E1"
"9.186488379E1,1.039424736E0,-1.215062639E1,-3.248275645E0,1.262019890E1"
"9.187490279E1,-1.888530788E-1,-6.938652833E0,-3.484784993E0,7.766871640E0"
"9.188492279E1,-2.295228902E0,-5.381863241E0,-2.414599518E0,6.329519609E0"
"9.189494179E1,-3.797339135E0,-6.055791097E0,-8.123427071E-2,7.148355708E0"
"9.190496079E1,-4.260519891E0,-6.913322110E0,9.949364146E-1,8.181439409E0"
"9.191497979E1,-4.346945246E0,-7.564969736E0,1.155159552E0,8.801084801E0"
"9.192499879E1,-4.187004895E0,-7.793587098E0,1.245104932E0,8.934276475E0"
"9.193501779E1,-3.734537115E0,-7.370841592E0,1.298474954E0,8.364335625E0"
"9.194503779E1,-2.810940459E0,-5.981765932E0,1.206837390E0,6.718583661E0"
"9.195505679E1,-1.644429415E0,-3.794506744E0,1.125958703E0,4.286048592E0"
"9.196507579E1,-5.096655357E-1,-1.662283888E0,1.149279592E0,2.084176159E0"
"9.197509479E1,6.131732395E-1,3.394063103E-1,1.279660807E0,1.459009885E0"
"9.198511379E1,1.724542994E0,2.577350918E0,1.403836956E0,3.404048250E0"
"9.199513279E1,2.677141839E0,4.936980177E0,1.163501190E0,5.735381130E0"
"9.200515279E1,3.505544655E0,7.143538685E0,8.516306607E-1,8.002765963E0"
"9.201517179E1,4.288304690E0,8.776968902E0,8.606984496E-1,9.806403115E0"
"9.202519079E1,4.882915651E0,9.864794258E0,9.515267587E-1,1.104818692E1"
"9.203520979E1,5.080989497E0,1.079338473E1,9.404918933E-1,1.196654224E1"
"9.204522879E1,5.256853863E0,1.154831056E1,7.986396110E-1,1.271360745E1"
"9.205524779E1,5.355151405E0,1.226964998E1,2.354334605E-1,1.338945055E1"
"9.206526679E1,5.445963342E0,1.281801121E1,-7.137953424E-1,1.394522972E1"
"9.207528679E1,5.427883751E0,1.325814049E1,-1.570450442E0,1.441202713E1"
"9.208530579E1,5.311139413E0,1.354295135E1,-2.449816713E0,1.475199427E1"
"9.209532479E1,5.262608693E0,1.358884498E1,-3.170375530E0,1.491318340E1"
"9.210534379E1,5.134855217E0,1.311008198E1,-3.193297200E0,1.443738669E1"
"9.211536279E1,4.633328421E0,1.206027522E1,-2.555974082E0,1.317007874E1"
"9.212538179E1,3.708757911E0,1.072703053E1,-1.619503319E0,1.146502770E1"
"9.213540179E1,2.648999775E0,9.555646119E0,-7.359621370E-1,9.943299896E0"
"9.214542079E1,1.678056752E0,8.557637504E0,-1.109790202E-1,8.721315868E0"
"9.215543979E1,8.474700013E-1,7.767175224E0,3.141908141E-1,7.819586449E0"
"9.216546233E1,2.633849055E-1,7.246991132E0,5.216990324E-1,7.270517311E0"
"9.217548133E1,-1.451349092E-1,7.009705274E0,6.471219543E-1,7.041008379E0"
"9.218550033E1,-3.409128454E-1,7.126077729E0,8.960811941E-1,7.190282810E0"
"9.219552033E1,-2.235492870E-1,7.648603047E0,1.231055388E0,7.750264526E0"
"9.220553933E1,1.250105470E-1,8.324607249E0,1.602276253E0,8.478325465E0"
"9.221555833E1,5.550504541E-1,8.706355003E0,2.243688912E0,9.007931970E0"
"9.222557733E1,1.020841407E0,8.563199961E0,3.018923289E0,9.136980276E0"
"9.223559633E1,1.151031125E0,7.769438682E0,3.622203916E0,8.649243394E0"
"9.224561533E1,3.201631236E-1,6.341806481E0,2.366533212E0,6.776539922E0"
"9.225563533E1,-2.059530855E0,2.464080995E0,-6.674918264E0,7.407286705E0"
"9.226565433E1,-2.974035968E0,-5.293782538E0,-1.440707510E1,1.563434797E1"
"9.227567333E1,-1.745790606E0,-8.164552585E0,-1.785544363E0,8.537907965E0"
"9.228569233E1,-2.407748627E0,-1.349049013E1,5.193744864E0,1.465488189E1"
"9.229571133E1,-4.128448538E0,-2.472010521E1,2.988907192E0,2.524007241E1"
"9.230573033E1,-5.490344878E0,-3.801215254E1,-2.198088963E0,3.846945831E1"
"9.231575033E1,-3.039788201E0,-4.560229454E1,-3.851186728E0,4.586546870E1"
"9.232576933E1,3.528326284E0,-3.707880361E1,-3.735213053E0,3.743312143E1"
"9.233578833E1,4.594515188E0,-2.056794592E1,-3.734552318E0,2.140319720E1"
"9.234580733E1,1.570763853E0,-1.160685288E1,-3.316488093E0,1.217314364E1"
"9.235582633E1,-2.201176000E0,-8.054730765E0,-2.462676494E0,8.705667062E0"
"9.236584533E1,-5.319312066E0,-7.011250693E0,8.226111487E-2,8.801106978E0"
"9.237586433E1,-6.645052441E0,-6.614726442E0,2.289476119E0,9.651581670E0"
"9.238588433E1,-7.069293079E0,-6.139317403E0,3.113996676E0,9.867274098E0"
"9.239590333E1,-7.017724146E0,-5.601575292E0,2.870411028E0,9.426842388E0"
"9.240592233E1,-6.335383900E0,-5.224971335E0,2.048491312E0,8.463671264E0"
"9.241594133E1,-5.250121379E0,-4.500770288E0,1.143561015E0,7.009168244E0"
"9.242596033E1,-3.785240953E0,-3.384713990E0,4.868495540E-1,5.101113639E0"
"9.243597933E1,-1.957099039E0,-2.058570743E0,1.203978248E-1,2.842964261E0"
"9.244599933E1,-1.179257682E-1,-7.782275659E-1,8.549126297E-2,7.917407323E-1"
"9.245601833E1,1.510788085E0,5.244116288E-1,3.214229062E-2,1.599537846E0"
"9.246603733E1,2.910526143E0,2.027638972E0,3.568124481E-1,3.565080273E0"
"9.247605633E1,4.011761211E0,3.504074373E0,9.178924779E-1,5.405117188E0"
"9.248607533E1,4.787544348E0,5.057738044E0,1.359201504E0,7.095683458E0"
"9.249609433E1,5.525310059E0,6.623613625E0,1.523723588E0,8.759169040E0"
"9.250611433E1,5.930456614E0,8.228507091E0,1.616051123E0,1.027084543E1"
"9.251613333E1,6.055703389E0,9.722495833E0,1.567243245E0,1.156091347E1"
"9.252615233E1,6.331025970E0,1.086197725E1,8.852076387E-1,1.260349285E1"
"9.253617133E1,6.621055468E0,1.177463522E1,-1.908647402E-1,1.350987933E1"
"9.254619033E1,6.613350592E0,1.244322340E1,-1.228840317E0,1.414497307E1"
"9.255620933E1,6.320236688E0,1.281268089E1,-1.886385444E0,1.441071246E1"
"9.256622933E1,5.930717400E0,1.272349682E1,-2.321231178E0,1.422845369E1"
"9.257624833E1,5.454228966E0,1.238207088E1,-2.373405883E0,1.373671534E1"
"9.258626733E1,4.795886278E0,1.177883469E1,-2.209309623E0,1.290823462E1"
"9.259628633E1,3.971980264E0,1.113097255E1,-1.737673209E0,1.194548808E1"
"9.260630533E1,3.115141269E0,1.049678588E1,-1.188650064E0,1.101360559E1"
"9.261632433E1,2.310231396E0,9.761420748E0,-8.003738952E-1,1.006295695E1"
"9.262634433E1,1.640056575E0,8.925077705E0,-4.796342726E-1,9.087180347E0"
"9.263636333E1,1.108980874E0,8.139547552E0,-2.575733213E-1,8.218784396E0"
"9.264638233E1,7.221097907E-1,7.546831673E0,-1.398922956E-1,7.582590633E0"
"9.265640133E1,3.975109693E-1,7.283941442E0,-9.533534288E-2,7.295403123E0"
"9.266642033E1,2.009793270E-1,7.523674945E0,-1.685752273E-1,7.528246474E0"
"9.267643933E1,1.872293070E-1,8.290354260E0,-4.019470326E-1,8.302203924E0"
"9.268645933E1,2.799962604E-1,9.179297100E0,-6.790967953E-1,9.208640813E0"
"9.269647833E1,3.790320137E-1,9.804510634E0,-1.054719517E0,9.868359909E0"
"9.270649733E1,3.437458214E-1,9.899043739E0,-1.807621111E0,1.006860081E1"
"9.271651633E1,1.446820423E-1,9.197679577E0,-2.429007203E0,9.514111545E0"
"9.272653533E1,1.742145744E-1,7.329260287E0,-1.299379957E0,7.445588986E0"
"9.273655433E1,7.405206263E-2,4.610699696E0,5.697645338E-1,4.646360621E0"
"9.274657433E1,-7.944484730E-1,4.962648869E-2,6.015127221E-1,9.977117417E-1"
"9.275659333E1,-5.475489150E-1,-4.657394975E0,4.449555695E0,6.464494076E0"
"9.276661233E1,-9.456672639E-1,-1.154584420E1,4.017690872E0,1.226142915E1"
"9.277663133E1,-2.608503714E0,-2.987493569E1,-7.845555396E0,3.099788402E1"
"9.278665033E1,-5.457911543E0,-4.745696586E1,-1.266390668E1,4.941990428E1"
"9.279666933E1,-6.845720111E0,-5.046100330E1,2.375752956E0,5.097863219E1"
"9.280668933E1,-2.851360799E0,-3.712764657E1,1.809269002E0,3.728090466E1"
"9.281670833E1,1.349471884E0,-1.762407048E1,-7.220817826E0,1.909369385E1"
"9.282672733E1,1.350496608E0,-8.085866019E0,-7.391356548E0,1.103798994E1"
"9.283674633E1,-7.635823372E-1,-5.044188876E0,-2.537515007E0,5.697883977E0"
"9.284676533E1,-3.152002409E0,-5.080104813E0,3.853210596E-1,5.990914489E0"
"9.285678433E1,-4.787991952E0,-6.044980765E0,2.060939011E0,7.982113066E0"
"9.286680433E1,-5.203986847E0,-7.268511225E0,2.622303143E0,9.316072580E0"
"9.287682333E1,-5.183695255E0,-7.746471403E0,1.778629446E0,9.489048340E0"
"9.288684233E1,-5.067749646E0,-7.258392034E0,4.672638667E-1,8.864799880E0"
"9.289686133E1,-4.524382221E0,-6.318903522E0,1.203685887E-1,7.772584178E0"
"9.290688033E1,-3.516731840E0,-5.176525399E0,4.450013240E-1,6.273901834E0"
"9.291689933E1,-2.290849630E0,-3.707003746E0,5.118640888E-1,4.387695710E0"
"9.292691933E1,-8.633133245E-1,-2.335846878E0,2.395124781E-1,2.501770725E0"
"9.293693833E1,6.016103706E-1,-8.519931149E-1,8.153364815E-2,1.046171612E0"
"9.294695733E1,1.892582324E0,1.253051882E0,-2.117159113E-1,2.279655785E0"
"9.295697633E1,3.088971470E0,3.427282305E0,-4.918736279E-1,4.640037544E0"
"9.296699533E1,4.065670492E0,5.379227316E0,-4.590660703E-1,6.758439518E0"
"9.297701433E1,4.839479902E0,6.742866418E0,8.512961268E-2,8.300244593E0"
"9.298703433E1,5.471667702E0,7.848359721E0,1.179117934E0,9.639824524E0"
"9.299705333E1,5.727245990E0,8.996078106E0,2.013347207E0,1.085284916E1"
"9.300707233E1,6.205603194E0,1.002872797E1,1.678097098E0,1.191221665E1"
"9.301709133E1,6.733625479E0,1.117727432E1,3.220049965E-1,1.305284875E1"
"9.302711033E1,6.950300487E0,1.233481602E1,-1.426510119E0,1.422987331E1"
"9.303712933E1,6.900848830E0,1.323217418E1,-2.975090806E0,1.521720452E1"
"9.304714933E1,6.652460278E0,1.363368026E1,-3.897931709E0,1.566289682E1"
"9.305716833E1,6.129280658E0,1.352627743E1,-3.753919466E0,1.531731614E1"
"9.306718733E1,5.321738076E0,1.298121285E1,-2.870422722E0,1.432033903E1"
"9.307720633E1,4.339314922E0,1.226797767E1,-1.861548811E0,1.314527649E1"
"9.308722533E1,3.376663544E0,1.154370061E1,-9.263159037E-1,1.206304031E1"
"9.309724433E1,2.524651133E0,1.053629435E1,-9.924596071E-2,1.083499939E1"
"9.310726433E1,1.704334432E0,9.378948525E0,4.553788161E-1,9.543416639E0"
"9.311728333E1,8.062865996E-1,8.269631143E0,7.453901875E-1,8.342212168E0"
"9.312730233E1,-1.175468686E-1,7.389122327E0,9.140098536E-1,7.446365559E0"
"9.313732133E1,-8.510382646E-1,6.959937283E0,1.001193008E0,7.082893515E0"
"9.314734033E1,-1.244518164E0,6.990140491E0,1.023688490E0,7.173480861E0"
"9.315735633E1,-1.255713827E0,7.376225123E0,1.160424385E0,7.571796289E0"
"9.316737633E1,-1.003621357E0,8.000279739E0,1.369722253E0,8.178500522E0"
"9.317739533E1,-5.410212296E-1,8.658784980E0,1.567107589E0,8.816069844E0"
"9.318741433E1,-9.348265260E-2,9.020350483E0,1.651381170E0,9.170742697E0"
"9.319743333E1,-1.889673918E-2,8.754085824E0,1.665174751E0,8.911070792E0"
"9.320745233E1,-3.704740289E-1,7.789288809E0,1.535747802E0,7.947879747E0"
"9.321747133E1,-1.179140738E0,5.664923442E0,-2.712216947E0,6.390450004E0"
"9.322749133E1,-2.107492788E0,-9.590895474E-2,-1.210466143E1,1.228712956E1"
"9.323751033E1,-1.112462599E0,-4.113148422E0,-9.024946979E0,9.980242029E0"
"9.324752933E1,-4.652019922E-1,-7.689208451E0,8.660615158E-1,7.751799923E0"
"9.325754833E1,-1.418146701E0,-1.913806079E1,4.055203099E0,1.961431067E1"
"9.326756733E1,-2.518657152E0,-3.659178668E1,-3.867862988E-1,3.668040471E1"
"9.327758633E1,-1.447656136E0,-4.930965380E1,-5.796436093E0,4.967027619E1"
"9.328760633E1,2.440431055E0,-4.191204190E1,-1.812594752E0,4.202214249E1"
"9.329762533E1,4.434187458E0,-2.077847843E1,1.547319588E0,2.130261445E1"
"9.330764433E1,3.136031616E0,-9.845628254E0,-1.893725308E-1,1.033474489E1"
"9.331766333E1,6.187807193E-1,-5.958765324E0,-1.282735273E0,6.126596408E0"
"9.332768233E1,-3.159725411E0,-5.997875596E0,-7.177911834E-1,6.817154870E0"
"9.333770133E1,-6.080434188E0,-7.884600763E0,1.242731108E0,1.003409137E1"
"9.334772133E1,-7.223381245E0,-9.521808867E0,3.216094909E0,1.237680682E1"
"9.335774033E1,-7.315200657E0,-9.565401029E0,4.372851920E0,1.281135791E1"
"9.336775933E1,-6.835203894E0,-8.549678274E0,4.347003719E0,1.177766752E1"
"9.337777833E1,-6.057083332E0,-7.520291162E0,3.639894083E0,1.031948965E1"
"9.338779733E1,-5.145981883E0,-6.077577823E0,2.751366395E0,8.425443536E0"
"9.339781633E1,-4.111165631E0,-3.910961060E0,1.600494167E0,5.895666276E0"
"9.340783633E1,-2.574151906E0,-1.656553617E0,-5.779226422E-1,3.115192209E0"
"9.341785533E1,-4.926682645E-1,-8.292872071E-2,-2.857351856E0,2.900699712E0"
"9.342787433E1,1.352619732E0,1.038780665E0,-3.450582290E0,3.849047096E0"
"9.343789333E1,2.656186003E0,2.290553761E0,-2.629159588E0,4.383427968E0"
"9.344791233E1,3.353160368E0,3.371939578E0,-1.120942889E0,4.885711200E0"
"9.345793133E1,3.519394078E0,4.583021901E0,-1.461102247E-2,5.778445976E0"
"9.346795133E1,3.465065258E0,6.067460970E0,3.917307043E-1,6.998157816E0"
"9.347797033E1,3.531279421E0,7.726860427E0,1.255396835E-1,8.496473775E0"
"9.348798933E1,3.594763226E0,9.323193569E0,-7.572354770E-1,1.002086157E1"
"9.349800833E1,3.733621149E0,1.067768353E1,-1.693465919E0,1.143768680E1"
"9.350802733E1,4.033164359E0,1.174444371E1,-2.062083750E0,1.258771473E1"
"9.351804633E1,4.294722886E0,1.234739455E1,-1.976184644E0,1.322150153E1"
"9.352806633E1,4.442031206E0,1.245318004E1,-1.654811146E0,1.332485401E1"
"9.353808533E1,4.504314870E0,1.214720928E1,-1.292349265E0,1.301974318E1"
"9.354810433E1,4.448476884E0,1.161148738E1,-1.026472861E0,1.247674767E1"
"9.355812333E1,4.284955990E0,1.109235286E1,-6.461956823E-1,1.190876605E1"
"9.356814233E1,4.013043505E0,1.062440253E1,-2.278344190E-1,1.135932903E1"
"9.357816133E1,3.611530701E0,1.015844143E1,1.396081026E-1,1.078223431E1"
"9.358818133E1,3.196850260E0,9.590760988E0,4.633041688E-1,1.012013827E1"
"9.359820033E1,2.765416962E0,8.919321122E0,7.167563725E-1,9.365658543E0"
"9.360821933E1,2.271766657E0,8.252819813E0,7.885519946E-1,8.596032391E0"
"9.361823833E1,1.718371257E0,7.815005448E0,7.585978782E-1,8.037573059E0"
"9.362825733E1,1.403453671E0,7.760179616E0,6.742471147E-1,7.914839167E0"
"9.363827633E1,1.471146010E0,8.141323936E0,6.261584437E-1,8.296836771E0"
"9.364829633E1,1.788656836E0,8.911871184E0,5.989829608E-1,9.109309626E0"
"9.365831533E1,2.052953907E0,9.794215441E0,5.385753393E-1,1.002154376E1"
"9.366833433E1,2.226605980E0,1.042750106E1,3.136797674E-1,1.066719023E1"
"9.367835333E1,2.305919659E0,1.078473553E1,-5.607585061E-1,1.104274585E1"
"9.368837233E1,1.976746561E0,1.041088093E1,-3.349219637E0,1.111356113E1"
"9.369839233E1,8.366725329E-1,8.202451313E0,-5.247706479E0,9.773364403E0"
"9.370841133E1,-8.962794878E-1,4.613390585E0,-6.706847570E0,8.189535636E0"
"9.371843033E1,-2.554566073E0,-1.048200529E0,-8.455478461E0,8.894922606E0"
"9.372844933E1,-1.920868229E0,-4.698248886E0,8.715649883E-1,5.150039115E0"
"9.373846833E1,-1.690504597E0,-7.421919944E0,7.182834313E0,1.046593571E1"
"9.374848733E1,-3.418092528E0,-1.792412386E1,6.809087305E0,1.947617115E1"
"9.375850733E1,-5.753055600E0,-3.670772059E1,8.816069233E-1,3.716627006E1"
"9.376852633E1,-4.033313170E0,-5.422095943E1,-8.904776173E0,5.509514585E1"
"9.377854533E1,1.953974726E0,-4.576614756E1,-7.713465625E0,4.645272684E1"
"9.378856433E1,3.911201380E0,-2.205194587E1,7.368614388E-1,2.240823013E1"
"9.379858333E1,3.808286584E0,-1.063778564E1,-6.808030128E-1,1.131940912E1"
"9.380860233E1,2.273600344E0,-5.862562255E0,-3.131651759E0,7.024680595E0"
"9.381862233E1,-1.203166654E0,-5.718081064E0,-1.714071507E0,6.089507549E0"
"9.382864133E1,-4.231011040E0,-7.463987153E0,9.907908118E-1,8.636794838E0"
"9.383866033E1,-5.916596375E0,-9.023927810E0,2.914640536E0,1.117732147E1"
"9.384867933E1,-6.445403355E0,-9.490326873E0,3.458923050E0,1.198222338E1"
"9.385869833E1,-6.008609329E0,-8.550522612E0,3.459403399E0,1.100828301E1"
"9.386871733E1,-5.201522246E0,-7.288449061E0,3.162277136E0,9.496173970E0"
"9.387873733E1,-4.132617603E0,-5.749330339E0,2.445761669E0,7.490999782E0"
"9.388875633E1,-3.009294971E0,-3.671664929E0,1.853676120E0,5.096380552E0"
"9.389877533E1,-1.894070440E0,-1.154278961E0,1.258333672E0,2.550150267E0"
"9.390879433E1,-7.317854708E-1,1.286932404E0,-3.518620491E-2,1.480858892E0"
"9.391881333E1,5.028535295E-1,3.212157394E0,-9.892402033E-1,3.398442728E0"
"9.392883233E1,1.680121404E0,4.656105664E0,-1.617873116E0,5.207652188E0"
"9.393885233E1,2.803454854E0,5.546029667E0,-1.532971544E0,6.400609810E0"
"9.394887133E1,3.583749995E0,6.637902465E0,-9.438458562E-1,7.602358724E0"
"9.395889033E1,3.994172494E0,8.183914470E0,-6.394339621E-1,9.129005737E0"
"9.396890933E1,4.556697736E0,9.704697493E0,-6.721351004E-1,1.074227226E1"
"9.397892833E1,5.083692080E0,1.122678503E1,-1.223607059E0,1.238474229E1"
"9.398894733E1,5.649647591E0,1.257231823E1,-2.114595839E0,1.394464840E1"
"9.399896733E1,6.259177723E0,1.343821018E1,-2.659642292E0,1.506109211E1"
"9.400898633E1,6.746640211E0,1.364248382E1,-2.310058903E0,1.539385888E1"
"9.401900533E1,6.765298092E0,1.329790156E1,-1.891343883E0,1.503930270E1"
"9.402902433E1,6.069917386E0,1.258749409E1,-1.837646563E0,1.409488735E1"
"9.403904333E1,4.887451336E0,1.191836563E1,-1.462617261E0,1.296433065E1"
"9.404906233E1,3.612342295E0,1.133306870E1,-7.090438950E-1,1.191596434E1"
"9.405908233E1,2.644677806E0,1.061353139E1,1.835277271E-1,1.093960930E1"
"9.406910133E1,2.024211919E0,9.678073951E0,1.171489656E0,9.956652917E0"
"9.407912033E1,1.526109544E0,8.606774581E0,2.043794829E0,8.976785412E0"
"9.408913933E1,8.999812138E-1,7.661257591E0,2.476332082E0,8.101669867E0"
"9.409915833E1,2.979361027E-2,7.068575626E0,2.415563139E0,7.469979539E0"
"9.410917833E1,-7.717187378E-1,7.147558646E0,1.946858518E0,7.448046891E0"
