"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.678864875E0,-1.321347507E0,-3.306439361E0,3.091673176E0,4.715606378E0
1.688787875E0,-1.520696338E0,-3.611761666E0,6.301608043E0,7.420754922E0
1.698710875E0,-1.462566682E0,-3.620743282E0,1.031583327E1,1.103019942E1
1.708633875E0,-1.087562669E0,-3.140066195E0,1.405765134E1,1.444508115E1
1.718556875E0,-8.338193840E-1,-2.594568629E0,1.707327095E1,1.728940780E1
1.728480875E0,-6.378062434E-1,-2.059710219E0,1.902307413E1,1.914488319E1
1.738403875E0,-4.440537096E-1,-1.313808838E0,1.951840697E1,1.956761324E1
1.748326875E0,-4.664516519E-1,-5.474525821E-1,1.901755435E1,1.903114960E1
1.758249875E0,-5.639060622E-1,1.535185008E-1,1.833606254E1,1.834537401E1
1.768172875E0,-4.485127962E-1,8.825190890E-1,1.743649063E1,1.746457011E1
1.778096875E0,-1.248909715E-1,1.426663170E0,1.640714328E1,1.646952689E1
1.788019875E0,6.043810006E-2,1.699436804E0,1.538405479E1,1.547775436E1
1.797942875E0,4.351826794E-3,1.702088955E0,1.415130502E1,1.425329995E1
1.807865875E0,-9.567703955E-2,1.465731926E0,1.268060399E1,1.276539234E1
1.817788875E0,-8.932080550E-2,1.089878459E0,1.137879159E1,1.143121653E1
1.827712875E0,-7.078560697E-2,5.054724973E-1,1.076417672E1,1.077627085E1
1.837635875E0,-1.099260097E-1,-4.126482412E-2,1.033880581E1,1.033947253E1
1.847558875E0,-1.007438712E-2,-4.637445737E-1,9.814854358E0,9.825809208E0
1.857481875E0,1.686337177E-1,-1.045497508E0,8.999250805E0,9.061347440E0
1.867405875E0,3.100192277E-1,-1.603101587E0,7.909943181E0,8.076710205E0
1.877328875E0,3.309626020E-1,-1.978024908E0,6.673610242E0,6.968442613E0
1.887251875E0,2.553747682E-1,-2.285541236E0,5.513223279E0,5.973654320E0
1.897174875E0,1.998526964E-1,-2.641934000E0,4.136849526E0,4.912563522E0
1.907097875E0,1.488020087E-1,-2.860598230E0,2.444644266E0,3.765826584E0
1.917021875E0,1.248704514E-1,-2.897430719E0,1.051422930E0,3.084831856E0
1.926944875E0,1.888051316E-1,-2.956890470E0,-2.370069462E-1,2.972376309E0
1.936867875E0,2.409450825E-1,-3.066270533E0,-1.750358743E0,3.538901700E0
1.946790875E0,1.382031994E-1,-3.156489269E0,-2.873791888E0,4.270972307E0
1.956713875E0,-7.980431585E-2,-3.193300416E0,-3.551069030E0,4.776361327E0
1.966637875E0,-4.864512490E-2,-3.159984443E0,-4.111039331E0,5.185413427E0
1.976560875E0,1.510003608E-1,-3.069530648E0,-4.757058427E0,5.663428678E0
1.986483875E0,3.705721890E-1,-2.923306695E0,-5.601915600E0,6.329652769E0
1.996406875E0,3.979669791E-1,-2.768230057E0,-7.081576325E0,7.613816298E0
2.006329875E0,3.359687322E-1,-2.638870059E0,-8.524653361E0,8.930074193E0
2.016253875E0,3.155284012E-1,-2.461696501E0,-9.470874356E0,9.790657225E0
2.026176875E0,2.981563235E-1,-2.186286796E0,-1.028929861E1,1.052323206E1
2.036099875E0,2.334899922E-1,-1.984808702E0,-1.109130270E1,1.126991477E1
2.046022875E0,2.307913194E-1,-1.867306272E0,-1.157388628E1,1.172582368E1
2.055945875E0,2.743138997E-1,-1.782145084E0,-1.193836545E1,1.207376738E1
2.065869875E0,2.425008804E-1,-1.758033798E0,-1.228676828E1,1.241427261E1
2.075792875E0,6.995987048E-2,-1.709986350E0,-1.250250247E1,1.261909330E1
2.085715875E0,-6.314729780E-2,-1.701285693E0,-1.252439445E1,1.263957345E1
2.095638875E0,-1.545155972E-1,-1.754982721E0,-1.246942595E1,1.259326895E1
2.105561875E0,-3.215626181E-1,-1.812532187E0,-1.227728644E1,1.241452527E1
2.115485875E0,-5.111194824E-1,-1.912984428E0,-1.209470011E1,1.225571391E1
2.125408875E0,-5.360288769E-1,-2.004715986E0,-1.195201636E1,1.213082471E1
2.135331875E0,-5.085537607E-1,-2.138910462E0,-1.173815795E1,1.194227437E1
2.145254875E0,-4.662962256E-1,-2.350646473E0,-1.114384929E1,1.139861167E1
2.155177875E0,-3.625276263E-1,-2.479057176E0,-1.014035248E1,1.044528119E1
2.165101875E0,-2.350158596E-1,-2.606220376E0,-8.984952024E0,9.358257315E0
2.175024875E0,-1.769095013E-1,-2.680508666E0,-7.739784527E0,8.192721661E0
2.184947875E0,-1.708493922E-1,-2.686907859E0,-6.488661641E0,7.025054680E0
2.194870875E0,-2.517895114E-1,-2.712216655E0,-5.340262640E0,5.994824618E0
2.204793875E0,-2.870800343E-1,-2.689858949E0,-4.403366200E0,5.167919310E0
2.214717875E0,-1.077754221E-1,-2.645475073E0,-3.527123512E0,4.410300917E0
2.224640875E0,1.585825915E-1,-2.511350764E0,-2.933401912E0,3.864825724E0
2.234563875E0,2.729773358E-1,-2.534186187E0,-3.144433773E0,4.047725288E0
2.244486875E0,2.533014734E-2,-2.837983539E0,-3.270846482E0,4.330499843E0
2.254409875E0,-5.728009563E-1,-2.946771279E0,-1.684079969E0,3.442046956E0
2.264333875E0,-1.069483079E0,-2.717901610E0,2.034143999E0,3.559287152E0
2.274256875E0,-8.640417413E-1,-2.279587747E0,6.445474691E0,6.891098056E0
2.284179875E0,-4.134227780E-1,-2.055478735E0,1.000971750E1,1.022694263E1
2.294102875E0,-3.098627416E-1,-1.882074438E0,1.222912175E1,1.237698016E1
2.304025875E0,-6.777361482E-1,-1.573338382E0,1.374115208E1,1.384752615E1
2.313949875E0,-1.048381354E0,-6.861733881E-1,1.530157630E1,1.535279045E1
2.323872875E0,-1.933364606E0,-1.341981747E0,1.633158907E1,1.650029137E1
2.333795875E0,-1.849731881E0,7.500735149E-2,1.754613411E1,1.764352449E1
2.343718875E0,-1.242997157E0,7.759024206E-1,1.928959489E1,1.934516833E1
2.353641875E0,-1.116751239E0,3.263646805E-1,2.039676752E1,2.042992345E1
2.363565875E0,-1.030671819E0,1.260572717E0,2.066429868E1,2.072835179E1
2.373488875E0,-1.165728979E0,1.270146510E0,1.941224141E1,1.948864574E1
2.383411875E0,-1.127468601E0,1.096785629E0,1.744660164E1,1.751736375E1
2.393334875E0,-9.726705828E-1,9.289417420E-1,1.539530951E1,1.545395016E1
2.403257875E0,-8.118823850E-1,4.618126537E-1,1.371553192E1,1.374729936E1
2.413181875E0,-5.155354093E-1,-7.654721573E-2,1.227814481E1,1.228920161E1
2.423104875E0,-3.707456321E-1,-7.712236248E-1,1.108950878E1,1.112247469E1
2.433027875E0,-2.363298386E-1,-1.447001394E0,1.040452968E1,1.050732615E1
2.442950875E0,-2.216738657E-1,-2.117794559E0,9.506593827E0,9.742151676E0
2.452873875E0,-1.466093394E-1,-2.528328739E0,8.166157646E0,8.549857964E0
2.462797875E0,4.257905893E-2,-2.920660830E0,6.633988339E0,7.248577374E0
2.472720875E0,1.345216006E-1,-3.252929736E0,4.892615597E0,5.876847396E0
2.482643875E0,2.017743838E-1,-3.547118651E0,2.744029309E0,4.489149192E0
2.492566875E0,2.990021781E-1,-3.756234378E0,4.760376137E-1,3.798066721E0
2.502489875E0,2.365699034E-1,-3.720970990E0,-1.505469750E0,4.020948843E0
2.512413875E0,5.623208821E-2,-3.507607553E0,-3.330717292E0,4.837370202E0
2.522336875E0,-5.583089612E-2,-3.335800277E0,-4.913731647E0,5.939313031E0
2.532259875E0,-5.758909905E-2,-3.221752675E0,-5.911695238E0,6.732840960E0
2.542182875E0,7.748256924E-2,-2.990769530E0,-6.759114076E0,7.391639130E0
2.552106125E0,2.833872983E-1,-2.736150185E0,-7.565629302E0,8.050190863E0
2.562030125E0,4.832084928E-1,-2.604954746E0,-8.229763657E0,8.645709314E0
2.571953125E0,6.351932690E-1,-2.573171913E0,-8.801903184E0,9.192289369E0
2.581876125E0,8.215008355E-1,-2.491543321E0,-9.336168541E0,9.697767514E0
2.591799125E0,9.693123807E-1,-2.454588333E0,-9.931460702E0,1.027611221E1
2.601722125E0,8.416567726E-1,-2.420591452E0,-1.081134737E1,1.111093521E1
2.611646125E0,6.627079269E-1,-2.423120665E0,-1.153464210E1,1.180502707E1
2.621569125E0,5.751744873E-1,-2.423624695E0,-1.201180063E1,1.226736062E1
2.631492125E0,4.224199618E-1,-2.506152589E0,-1.226460851E1,1.252516911E1
2.641415125E0,1.829026598E-1,-2.613608333E0,-1.227583633E1,1.255231291E1
2.651338125E0,-3.795573860E-3,-2.679509377E0,-1.216709683E1,1.245865282E1
2.661262125E0,-5.405994809E-2,-2.777766866E0,-1.198316214E1,1.230101971E1
2.671185125E0,1.244426362E-2,-2.822982215E0,-1.193032436E1,1.225977254E1
2.681108125E0,1.002991996E-1,-2.822682253E0,-1.195908096E1,1.228809231E1
2.691031125E0,1.915712301E-1,-2.802220799E0,-1.180907649E1,1.213851015E1
2.700954125E0,2.399736772E-1,-2.837250298E0,-1.163578256E1,1.197910733E1
2.710878125E0,2.187231779E-1,-3.051763006E0,-1.146646942E1,1.186764586E1
2.720801125E0,1.422287516E-1,-3.204976428E0,-1.097217387E1,1.143156605E1
2.730724125E0,1.344644898E-1,-3.211173892E0,-1.025687229E1,1.074863468E1
2.740647125E0,2.050192962E-1,-3.156400099E0,-9.424753858E0,9.941372128E0
2.750570125E0,1.662285203E-1,-3.085996115E0,-8.811180961E0,9.337446860E0
2.760494125E0,-4.270314781E-2,-3.129478057E0,-8.243995780E0,8.818102001E0
2.770417125E0,-1.233972272E-1,-3.095008428E0,-7.211987361E0,7.849016864E0
2.780340125E0,1.030774584E-2,-2.852813540E0,-5.902166616E0,6.555472683E0
2.790263125E0,1.819711983E-1,-2.589892611E0,-4.620483257E0,5.299954979E0
2.800186125E0,2.413099122E-1,-2.319630210E0,-3.417642000E0,4.137534487E0
2.810110125E0,1.014916204E-1,-2.172044587E0,-2.051106187E0,2.989166243E0
2.820033125E0,-3.164004403E-1,-2.200145282E0,-2.241366398E-1,2.234051417E0
2.829956125E0,-6.831031613E-1,-2.202355530E0,2.151736184E0,3.153881484E0
2.839879125E0,-8.636129943E-1,-2.023460844E0,5.010872610E0,5.472573938E0
2.849802125E0,-9.261012378E-1,-1.505257350E0,7.750082059E0,7.949039886E0
2.859726125E0,-9.226885834E-1,-1.199298210E0,9.858257071E0,9.973710588E0
2.869649125E0,-8.376922873E-1,-1.378989652E0,1.175729823E1,1.186749352E1
2.879572125E0,-7.562138953E-1,-1.411189537E0,1.392525400E1,1.401699021E1
2.889495125E0,-8.399038504E-1,-1.050351427E0,1.659368934E1,1.664809907E1
2.899418125E0,-1.235670011E0,-1.753072728E0,1.919065533E1,1.931013714E1
2.909342125E0,-1.140348262E0,-1.052809158E0,2.113501358E1,2.119192299E1
2.919265125E0,-1.055479582E0,-3.780496815E-1,2.251907759E1,2.254696907E1
2.929188125E0,-1.156901291E0,-5.022256847E-1,2.278116616E1,2.281605100E1
2.939111125E0,-1.413911416E0,1.990620250E-1,2.285026388E1,2.289483196E1
2.949034125E0,-1.216337946E0,5.767974186E-1,2.194517571E1,2.198642559E1
2.958958125E0,-8.694967550E-1,4.246901433E-1,1.935932879E1,1.938349807E1
2.968881125E0,-6.668124530E-1,2.929908201E-2,1.586161443E1,1.587565147E1
2.978804125E0,-6.373155890E-1,-3.650200385E-1,1.310043173E1,1.312100310E1
2.988727125E0,-5.776646338E-1,-7.698640741E-1,1.163127436E1,1.167102953E1
2.998650125E0,-2.806023974E-1,-1.257456005E0,1.054328060E1,1.062170886E1
3.008574125E0,3.733920453E-2,-1.894188846E0,9.330859854E0,9.521254708E0
3.018497125E0,2.294589217E-1,-2.492524191E0,7.880174421E0,8.268160445E0
3.028420125E0,3.429711750E-1,-3.016430328E0,6.078130969E0,6.794126672E0
3.038343125E0,3.119950019E-1,-3.453803521E0,4.303958271E0,5.527219594E0
3.048266125E0,2.126705788E-1,-3.782908499E0,2.685628488E0,4.644160404E0
3.058190125E0,3.037039790E-1,-3.937436083E0,9.270696098E-1,4.056488269E0
3.068113125E0,3.214070456E-1,-3.826596263E0,-1.169394599E0,4.014178020E0
3.078036125E0,1.330352110E-1,-3.456429505E0,-3.157687656E0,4.683545092E0
3.087959125E0,-1.351598516E-2,-3.096747390E0,-4.719716939E0,5.644976090E0
3.097882125E0,-3.600287821E-2,-2.910436388E0,-5.837451387E0,6.522865542E0
3.107806125E0,1.135980612E-1,-2.819334722E0,-6.727900470E0,7.295628659E0
