"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.438584875E0,-1.171027141E0,-2.621820163E0,-1.808817451E0,3.393680318E0
1.448649875E0,-1.112555569E0,-1.892825568E0,-2.120139585E0,3.052140295E0
1.458714875E0,-1.600538460E0,1.943789899E-1,-1.470060766E0,2.181876534E0
1.468778875E0,-2.441127166E0,1.876978444E0,-1.880017242E-1,3.085043689E0
1.478843875E0,-2.622437044E0,1.680837103E0,4.973302495E-1,3.154318753E0
1.488908875E0,-2.438015277E0,-7.785117406E-1,4.515991759E-1,2.598834515E0
1.498972875E0,-2.513863020E0,-2.274551686E0,2.953340918E-2,3.390275045E0
1.509037875E0,-2.661111990E0,-2.440105657E0,-7.179796100E-2,3.611203066E0
1.519102875E0,-2.728770707E0,-2.314703931E0,-3.471518245E-1,3.595074165E0
1.529166875E0,-2.947046098E0,-2.364040398E0,-6.728241947E-1,3.837507017E0
1.539231875E0,-3.171487670E0,-2.100402893E0,-9.320040751E-1,3.916459875E0
1.549296875E0,-3.245874486E0,-2.068394065E0,-1.452142120E0,4.113717531E0
1.559360875E0,-3.307111790E0,-2.186797258E0,-1.928675870E0,4.408952399E0
1.569425875E0,-2.945109792E0,-2.755124985E0,-2.563824846E0,4.778868403E0
1.579490875E0,-2.331917842E0,-4.005681276E0,-2.243841671E0,5.149577531E0
1.589554875E0,-1.401089496E0,-4.166214243E0,-1.364575388E0,4.602440535E0
1.599619875E0,-6.503270325E-1,-3.439092511E0,-7.141683948E-1,3.572158877E0
1.609684875E0,2.081102988E-1,-2.461738601E0,-1.401511811E-1,2.474491703E0
1.619748875E0,6.357218572E-1,-1.168200012E0,-3.502365232E-2,1.330436096E0
1.629813875E0,8.139528841E-1,1.972061187E0,4.030674322E-1,2.171176634E0
1.639878875E0,-7.397701362E-1,5.707904570E0,3.542244996E0,6.758323317E0
1.649942875E0,-2.983886772E0,9.316450560E0,2.885389255E0,1.019927951E1
1.660007875E0,-4.763640053E0,1.153894916E1,1.813835531E0,1.261465868E1
1.670072875E0,-6.121529004E0,1.270072776E1,2.266265012E0,1.427997059E1
1.680137042E0,-6.482698066E0,1.371524775E1,4.471672496E0,1.581547501E1
1.690202042E0,-5.216329150E0,1.258809519E1,7.261522633E0,1.544020535E1
1.700267042E0,-3.471331719E0,9.947014296E0,5.878011768E0,1.206417256E1
1.710331042E0,-1.663175881E0,6.558588493E0,1.915003764E0,7.031961067E0
1.720396042E0,-7.682469535E-1,3.311940129E0,-2.198439065E0,4.048738707E0
1.730461042E0,1.610215017E-1,1.004419502E0,-3.589031200E0,3.730406334E0
1.740525042E0,1.195728704E0,-2.338365859E-1,-4.018677882E0,4.199311682E0
1.750590042E0,1.802287281E0,-1.272424877E0,-4.398530845E0,4.920810716E0
1.760655042E0,2.236877199E0,-2.056272202E0,-4.497670386E0,5.427790883E0
1.770719042E0,2.471050584E0,-2.429327484E0,-4.487640365E0,5.669800619E0
1.780784042E0,2.688689798E0,-2.649060001E0,-4.248734828E0,5.683161035E0
1.790848042E0,2.869732166E0,-3.016577386E0,-4.072588041E0,5.824180215E0
1.800913042E0,2.721310829E0,-3.144308057E0,-3.970345090E0,5.749421355E0
1.810978042E0,2.298096669E0,-2.888521609E0,-3.720056193E0,5.240574727E0
1.821042042E0,1.631531919E0,-2.210750377E0,-3.339106585E0,4.324227841E0
1.831107042E0,1.022303357E0,-1.321462551E0,-3.109712421E0,3.530110306E0
1.841172042E0,3.369401009E-1,-2.716429281E-1,-2.867200029E0,2.899681796E0
1.851236042E0,-5.955119439E-1,9.808710104E-1,-2.686691220E0,2.921481152E0
1.861301042E0,-1.418742971E0,2.226073591E0,-2.533594742E0,3.658871077E0
1.871366042E0,-1.859082163E0,3.176101708E0,-2.347181706E0,4.364982303E0
1.881430042E0,-2.120836573E0,4.022558094E0,-2.078315620E0,4.999831718E0
1.891495042E0,-1.800957331E0,5.197132156E0,1.320374969E0,5.656590848E0
1.901560042E0,-1.181632967E0,6.183736362E0,1.198897193E1,1.354142902E1
1.911624042E0,-4.598330788E-1,5.389362879E0,2.229283712E1,2.293964397E1
1.921689042E0,1.538940017E-1,3.797215759E0,1.849561551E1,1.888201059E1
1.931754042E0,6.814034488E-2,2.302633524E0,7.999431308E0,8.324521938E0
1.941818042E0,-9.592573625E-1,1.121142206E0,-1.114810256E0,1.849307016E0
1.951883042E0,-1.684400104E0,6.678572774E-2,-6.429557986E0,6.646869935E0
1.961948042E0,-1.383749431E0,-7.759594309E-1,-8.385130025E0,8.533890148E0
1.972012042E0,-1.203997909E0,-9.407544333E-1,-5.498194181E0,5.706554926E0
1.982077042E0,-1.137151809E0,-1.156172875E0,-3.696768780E0,4.036824168E0
1.992142042E0,-1.067015992E0,-1.493073653E0,-3.490705884E0,3.943706331E0
2.002206042E0,-9.636128803E-1,-1.691130542E0,-3.265748879E0,3.801787479E0
2.012271042E0,-9.070937669E-1,-1.766079567E0,-3.201963943E0,3.767549499E0
2.022336042E0,-7.998767357E-1,-1.596993293E0,-3.107791026E0,3.584488169E0
2.032400042E0,-6.980887710E-1,-1.231228319E0,-3.015374029E0,3.331025614E0
2.042465042E0,-5.078357226E-1,-7.686398864E-1,-3.008796788E0,3.146674834E0
2.052530042E0,-2.928628392E-1,-2.939687669E-1,-2.963164825E0,2.992078217E0
2.062594042E0,-1.270402618E-1,1.496606541E-1,-2.833225660E0,2.840018517E0
2.072659042E0,9.162323803E-2,5.607128978E-1,-2.542547121E0,2.605252317E0
2.082723042E0,6.167159944E-1,1.074922889E0,-9.341384549E-1,1.551906083E0
2.092788042E0,1.683757056E0,1.484543735E0,3.742483481E0,4.364068117E0
2.102853042E0,2.581871985E0,1.382070111E0,8.124068218E0,8.635778202E0
2.112917042E0,2.992194496E0,1.002337309E0,9.402419833E0,9.917832762E0
2.122982042E0,2.629188239E0,8.647289354E-1,6.839171230E0,7.377984144E0
2.133047042E0,1.736193571E0,6.783267170E-1,2.509829611E0,3.126298118E0
2.143111042E0,7.067076400E-1,3.127494389E-1,-1.104229207E0,1.347801930E0
2.153176042E0,-7.277561545E-2,-1.547547483E-1,-2.542839482E0,2.548583519E0
2.163241042E0,-4.864827874E-1,-6.400637072E-1,-2.479304806E0,2.606395859E0
2.173305042E0,-7.575705955E-1,-6.926763690E-1,-1.697117652E0,1.983411728E0
2.183370042E0,-8.793359379E-1,-3.931223416E-1,-5.773875488E-1,1.123010796E0
2.193435042E0,-8.100014088E-1,-2.675978243E-1,-9.369794708E-1,1.267139064E0
2.203499042E0,-4.993087281E-1,-3.308471560E-1,-5.487396274E-1,8.123325829E-1
2.213564042E0,-1.267947518E-1,-1.357922280E-1,1.288293636E-1,2.260828237E-1
2.223629042E0,2.763962576E-1,8.136459053E-2,4.174579415E-1,5.072338916E-1
2.233693042E0,6.964699694E-1,2.055343080E-1,8.472410828E-1,1.115854929E0
2.243758042E0,9.897627251E-1,2.007430995E-1,1.161762155E0,1.539356797E0
2.253823042E0,1.117750967E0,1.831230998E-1,1.107200105E0,1.583917095E0
2.263887042E0,1.106167925E0,1.613498229E-1,9.043824861E-1,1.437897397E0
2.273952042E0,1.020516741E0,1.608984178E-1,4.881904668E-1,1.142660339E0
2.284017042E0,8.987452586E-1,1.797118342E-1,6.804404855E-3,9.165618818E-1
2.294081042E0,7.223183902E-1,1.751024741E-1,-3.050884169E-1,8.034199869E-1
2.304146042E0,5.617137218E-1,1.616807753E-1,-4.180174470E-1,7.186108574E-1
2.314210042E0,4.325626517E-1,1.270751989E-1,-4.451907007E-1,6.336034358E-1
2.324275042E0,3.170111455E-1,4.560301960E-2,-4.512314592E-1,5.533403396E-1
2.334340042E0,2.247737305E-1,-3.794258237E-2,-4.703881071E-1,5.227120056E-1
2.344404042E0,1.860717410E-1,-7.381349623E-2,-4.574809632E-1,4.993595466E-1
2.354469042E0,1.794413639E-1,-1.000774348E-1,-4.147167668E-1,4.628225283E-1
2.364534042E0,1.843166627E-1,-1.536578107E-1,-2.806552416E-1,3.692569831E-1
2.374598042E0,1.784690085E-1,-1.457126141E-1,-1.136996931E-1,2.569260071E-1
2.384663042E0,1.894388236E-1,-8.588799655E-2,1.010398865E-2,2.082448233E-1
